实际值,预测值
5.42368221282959,6.480438
2.9335293769836426,2.1666658
0.7159764766693115,1.3440448
0.6340235471725464,0.5468692
0.663070559501648,0.5318272
0.5659176707267761,0.44414362
0.4685647189617157,0.49576417
0.3618117570877075,0.5163738
0.2662588357925415,0.48025358
0.16930587589740753,0.48371765
0.07295294106006622,0.4236725
0.026799999177455902,0.38755855
0.026799999177455902,0.2672002
0.023600000888109207,0.36962947
0.020600000396370888,0.4202408
0.025299999862909317,0.4361826
0.01679999940097332,0.4408453
0.01979999989271164,0.31310618
0.019600000232458115,0.080890164
0.02800000086426735,0.23390341
0.017999999225139618,0.35380614
0.01940000057220459,0.3724946
0.017799999564886093,0.32097688
0.009200000204145908,0.43435574
0.026799999177455902,0.036691327
0.012400000356137753,0.016661901
0.022199999541044235,0.017380934
0.0272000003606081,0.016109275
0.017999999225139618,0.01606958
0.03200000151991844,0.0148670105
0.026200000196695328,0.017244086
0.026799999177455902,0.017306091
0.02539999969303608,0.017590074
0.027000000700354576,0.015278868
0.019999999552965164,0.01896471
0.012400000356137753,0.01699996
0.012600000016391277,0.018332778
0.019200000911951065,0.017783158
0.026399999856948853,0.020350553
0.022600000724196434,0.019447282
0.020999999716877937,0.020167816
0.01759999990463257,0.018324072
0.020800000056624413,0.018703451
0.020400000736117363,-0.0022632605
0.012600000016391277,0.089779116
0.01899999938905239,0.4567761
0.017799999564886093,1.2814854
2.229599952697754,3.225154
6.994999885559082,7.128046
13.28339958190918,12.670237
21.783599853515625,19.01262
32.345001220703125,25.882553
43.292198181152344,36.521748
59.90399932861328,45.082825
74.08439636230469,56.011726
94.86689758300781,66.58055
116.0009994506836,78.593124
136.5001983642578,89.84546
156.31300354003906,98.608765
172.99159240722656,116.37086
188.92799377441406,131.24005
203.31500244140625,141.962
216.35360717773438,159.32735
226.83920288085938,171.22505
235.9344024658203,180.12325
242.2451934814453,189.11896
246.1083984375,199.82481
249.54519653320312,213.76508
251.1806640625,217.78928
251.1806640625,219.19225
251.1806640625,223.60818
251.1806640625,222.81453
251.1806640625,221.07475
251.1806640625,218.08156
251.1806640625,217.07811
248.04420471191406,215.333
245.63040161132812,218.47647
238.87840270996094,214.23186
226.20120239257812,208.50539
218.95419311523438,200.48135
207.53720092773438,199.05403
199.79379272460938,190.69545
186.7595977783203,176.56345
173.69720458984375,161.63763
160.4759979248047,152.68651
150.32040405273438,139.03146
133.25759887695312,126.1194
125.36399841308594,112.49163
108.78399658203125,98.26542
87.2791976928711,82.78698
71.60900115966797,69.29249
56.78879928588867,52.059814
39.04240036010742,38.69632
24.115999221801758,28.072548
13.57859992980957,19.110771
7.151599884033203,13.0956135
2.6874001026153564,8.231181
0.1120000034570694,4.0815897
0.3402000069618225,2.3635187
0.2029999941587448,1.5516021
0.012600000016391277,1.0532694
0.019200000911951065,0.8096839
0.02199999988079071,0.773642
0.01940000057220459,0.63925946
0.03566666692495346,0.61858773
0.026333333924412727,0.6452611
0.022199999541044235,0.6125586
0.03519999980926514,0.73798215
0.01940000057220459,0.54618806
0.01940000057220459,0.6780911
0.02019999921321869,0.66650486
0.02879999950528145,0.6990067
0.02979999966919422,0.67162156
0.03420000150799751,0.4446574
0.016499999910593033,0.39419457
0.031199999153614044,0.48956123
0.022099999710917473,0.6196506
0.015599999576807022,0.6683614
0.018200000748038292,0.62598956
0.024399999529123306,0.9696376
0.025800000876188278,0.03171859
0.0284000001847744,0.018894583
0.026399999856948853,0.020290287
0.035599999129772186,0.01863764
0.017400000244379044,0.018112427
0.03266666829586029,0.01770055
0.023333333432674408,0.01998374
0.023600000888109207,0.019742303
0.012199999764561653,0.019801458
0.021299999207258224,0.017589001
0.017400000244379044,0.020881986
0.01720000058412552,0.019324085
0.019200000911951065,0.020569675
0.02590000070631504,0.020269092
0.02319999970495701,0.020611132
0.02319999970495701,0.019695943
0.024000000208616257,0.020589089
0.0142000000923872,0.01867746
0.020400000736117363,0.019799495
0.016899999231100082,0.01397331
0.02800000086426735,0.14896299
0.024000000208616257,0.7890029
0.054999999701976776,1.7774236
2.293600082397461,4.03095
6.519400119781494,8.453489
13.143199920654297,14.188162
23.76759910583496,21.617636
37.02920150756836,29.11849
51.965999603271484,38.990818
69.44599914550781,48.212883
90.23059844970703,58.15913
108.28880310058594,69.3621
127.29560089111328,82.08626
145.2122039794922,92.97259
162.67080688476562,104.45266
176.70799255371094,120.38901
189.9364013671875,133.37372
202.1053924560547,144.42427
212.5402069091797,160.52904
220.568603515625,172.554
228.93980407714844,181.22781
234.15859985351562,183.61917
240.29859924316406,194.66013
244.62379455566406,209.46823
246.25497436523438,207.11586
247.48194885253906,210.01471
249.5952606201172,214.8378
249.8867645263672,212.64095
249.3792724609375,212.59923
241.59005737304688,210.29369
238.7676239013672,204.00816
236.6605987548828,208.02971
229.5924072265625,210.67406
224.86419677734375,202.33951
216.4969940185547,202.16371
213.7095947265625,190.83275
208.097900390625,190.97679
197.0384063720703,186.28416
187.35110473632812,173.01968
178.48800659179688,155.11972
167.63490295410156,142.83855
154.73280334472656,130.32442
137.11390686035156,118.536415
123.17320251464844,106.56637
106.37364196777344,94.9229
90.38507843017578,81.5987
73.26011657714844,66.92298
54.945960998535156,49.541977
38.50680160522461,36.73646
23.27120018005371,27.788792
12.287799835205078,18.913567
5.695400238037109,13.136882
2.124799966812134,9.007008
0.02539999969303608,4.515608
0.15399999916553497,2.6185544
0.020800000056624413,1.7715912
0.03139999881386757,1.150858
0.012799999676644802,0.9010557
0.023399999365210533,0.83744526
0.021400000900030136,0.83672374
0.013199999928474426,0.86370844
0.020600000396370888,0.8056488
0.026200000196695328,0.8053786
0.017400000244379044,0.85415566
0.020999999716877937,0.75002426
0.029999999329447746,0.7681401
0.031599998474121094,0.77297276
0.031300000846385956,0.8340108
0.020999999716877937,0.8042437
0.03020000085234642,0.64110756
0.01899999938905239,0.49736962
0.012600000016391277,0.49808356
0.01979999989271164,0.77055013
0.020600000396370888,0.8138843
0.020999999716877937,0.80887085
0.023399999365210533,-1.5073915
0.020800000056624413,0.030935561
0.03180000185966492,0.018876307
0.012400000356137753,0.019737393
0.019200000911951065,0.018812612
0.022199999541044235,0.018689606
0.026599999517202377,0.01837197
0.01940000057220459,0.020103922
0.02759999968111515,0.019283451
0.033799998462200165,0.019979214
0.012600000016391277,0.017531112
0.0142000000923872,0.020536093
0.022199999541044235,0.01943597
0.026000000536441803,0.020018121
0.020999999716877937,0.020134255
0.0142000000923872,0.021410277
0.01940000057220459,0.02049295
0.020999999716877937,0.020769296
0.01899999938905239,0.01992453
0.017400000244379044,0.025715506
0.022199999541044235,0.01571286
0.02280000038444996,0.12693657
0.02239999920129776,0.41667384
0.06239999830722809,1.4637532
3.470599889755249,3.9720805
9.492400169372559,8.250997
19.735200881958008,14.464686
35.92020034790039,20.88823
40.854400634765625,26.522606
45.480201721191406,36.574966
37.60940170288086,45.288116
48.68560028076172,57.22365
86.44020080566406,69.088394
69.54519653320312,78.14139
147.5124053955078,90.73776
147.23500061035156,100.486824
160.4759979248047,117.34039
125.68060302734375,132.61618
142.07460021972656,146.35638
205.6885986328125,163.42152
105.4551010131836,171.76404
130.75320434570312,182.08359
162.1291961669922,193.3654
251.1806640625,204.23766
244.97720336914062,214.95332
118.99939727783203,220.2735
124.59660339355469,226.57812
122.9655990600586,227.89355
151.5850067138672,226.7497
137.24847412109375,220.81737
174.94993591308594,226.65063
153.95779418945312,223.41193
134.0850067138672,228.82877
227.6186981201172,230.49017
198.2615966796875,221.31308
