ÈÕÆÚ,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96
2022-02-18,100.0025,106.9185,86.6426,88.7282,80.98360000000001,83.0107,69.11749999999999,65.54560000000001,57.916700000000006,47.752,59.8519,56.9458,49.4752,53.70980000000001,51.17595,46.03790000000001,42.8434,44.708800000000004,44.98,53.89160000000001,52.8977,43.0552,51.9396,50.1941,45.7836,58.7811,65.1267,64.54360000000001,75.71059999999999,78.731,96.6052,118.8051,99.09530000000001,99.0594,104.5932,110.9823,111.7447,120.78269999999999,110.28659999999999,107.1252,104.7633,100.0733,86.8613,99.9258,90.6373,89.71849999999999,90.5741,96.3539,112.3194,95.9751,112.1861,116.2734,89.2125,88.3935,91.4406,97.62100000000001,67.5456,86.1035,70.173,68.4517,88.8931,80.70069999999998,84.4305,71.19369999999999,84.25399999999999,95.4022,82.78339999999999,78.813,94.7139,99.0635,116.3138,126.9816,141.4646,161.44989999999999,179.636,180.7152,189.1042,192.4184,193.7029,174.89010000000002,179.9986,198.4098,187.1917,188.8196,189.8093,182.4509,161.7087,180.0175,210.05929999999998,169.16219999999998,141.7246,146.8942,131.68019999999999,123.5811,116.8766,93.4651
2022-02-19,98.8773,96.43249999999999,78.49675,86.743,89.8859,79.2998,63.7207,66.78,64.66460000000001,69.0203,67.6775,65.0936,65.1432,57.7114,62.12389999999999,57.003299999999996,58.5676,52.593199999999996,52.623599999999996,53.148,49.2036,52.3194,47.2862,54.95219999999998,52.761300000000006,50.2411,58.339299999999994,60.832899999999995,66.9389,91.8259,105.4762,99.0264,98.5769,106.3244,103.8508,126.5147,110.1938,127.324,116.4938,102.6634,97.0131,97.8047,94.44369999999999,113.52369999999999,81.6639,106.4147,121.2936,107.8417,109.8344,119.0744,107.3866,105.4919,115.8529,95.6232,95.1883,91.4102,105.51100000000001,98.2761,89.6501,93.0339,72.1837,91.4436,89.5534,90.4246,91.23209999999999,77.0363,88.1439,103.20450000000001,108.7236,107.2138,112.62530000000001,116.3442,130.9544,128.2279,173.23160000000001,171.6849,174.2438,171.5406,183.2926,174.7979,174.0761,152.7168,190.4031,199.7283,191.804,188.6453,176.00590000000003,183.1555,189.2675,170.1854,151.3955,152.2201,139.14280000000002,117.7637,90.66560000000001,68.8584
2022-02-20,73.5017,82.3476,78.69375000000001,71.4475,70.5863,68.10180000000001,54.9897,47.260400000000004,42.9818,49.835300000000004,41.681,54.45590000000001,40.6245,48.991199999999985,36.0638,39.7871,43.046,38.71170000000001,41.171400000000006,48.4691,55.612399999999994,57.1213,55.961999999999996,60.2244,54.2561,62.9225,67.1101,54.8221,65.83690000000001,77.81899999999999,90.45320000000001,118.4142,102.6794,120.6204,128.55380000000002,119.5536,107.5542,129.9036,115.9842,129.4844,115.72749999999999,105.3154,113.9623,117.9341,107.74010000000001,120.996,138.462,135.8443,131.13389999999998,116.91369999999999,129.86090000000002,112.57990000000001,128.8149,115.7971,110.8535,110.3433,96.9636,84.9642,89.3014,98.3908,86.2835,88.93299999999999,93.85910000000001,98.4232,94.078,84.0909,86.1802,93.5925,87.39410000000001,111.54379999999999,114.90390000000001,134.1635,140.4039,128.9319,145.4771,186.94109999999998,168.619,191.7754,189.98420000000002,197.67669999999998,194.3081,189.32899999999998,216.2989,195.27855000000002,220.1282,212.4521,199.3271,183.3401,185.2567,167.0043,164.60279999999997,181.06709999999998,167.2779,138.0191,128.6977,121.57650000000001
2022-02-21,103.1471,94.381,92.5367,86.2206,84.7199,74.6406,73.1416,65.5517,66.5002,59.5511,58.98210000000001,61.291199999999996,56.2822,63.8714,50.0591,51.6781,55.1104,65.72420000000001,53.2471,59.5782,51.5322,53.9298,58.9522,48.5709,55.9356,55.66150000000001,64.5341,89.3599,89.137,102.5237,114.26429999999999,109.193,107.7927,124.2198,117.9635,103.26360000000001,93.5436,111.5431,96.6306,86.1215,89.2169,114.3637,105.392,109.0039,98.9129,100.31179999999999,93.0209,101.1619,102.57339999999999,101.9422,115.7427,118.9075,101.083,80.3819,89.4561,80.6709,85.0512,77.47610000000002,83.1031,84.754,82.83370000000001,79.2215,81.18410000000002,90.3042,88.084,80.9388,97.1437,94.0022,93.54169999999999,102.2324,88.4247,91.8548,105.6913,127.1834,148.75330000000002,164.4099,157.6609,186.924,182.2425,163.9709,173.3882,205.2548,214.2972,184.24349999999998,209.1916,217.0179,179.0377,183.6474,181.5509,179.7043,161.65869999999998,159.2355,156.7136,122.93239999999999,108.3103,94.1407
2022-02-22,92.0681,87.34119999999999,75.63940000000001,74.48559999999999,54.4666,64.35990000000001,53.0561,60.891,53.32195,55.4559,49.38919999999999,51.550200000000004,46.759100000000004,40.491099999999996,44.1244,46.0682,45.813700000000004,39.365399999999994,45.145399999999995,42.5259,41.674099999999996,44.3739,62.615899999999996,57.121199999999995,61.7757,64.44890000000001,73.5511,81.632,79.5205,87.2394,108.2913,112.0531,89.01239999999999,109.29329999999999,124.4434,116.1515,123.0335,124.26360000000001,111.15440000000001,93.2134,94.32419999999999,80.0317,92.1524,109.2764,91.0019,114.4061,108.34870000000001,105.7953,110.9109,112.2871,95.794,86.70419999999999,94.731,108.99459999999999,82.3786,88.1152,70.80539999999999,92.8437,100.6551,89.40480000000001,92.43459999999999,82.2043,80.40440000000001,85.4334,89.3447,83.1941,100.90480000000001,91.68419999999999,102.6156,87.21459999999999,107.2248,101.905,138.8852,140.53889999999998,165.4337,187.90349999999998,174.9821,194.2369,202.6051,199.1307,198.537,187.48180000000002,198.62699999999998,213.4976,204.8515,231.6566,205.3247,208.9641,198.0659,176.8841,160.517,154.32930000000002,99.6118,110.9982,109.8706,82.6294
2022-02-23,74.5967,76.3378,64.6335,50.5884,54.2718,53.71619999999999,49.834599999999995,48.0154,46.88909999999999,66.3196,47.5251,46.38849999999999,38.4973,41.348600000000005,52.863699999999994,47.651300000000006,40.9329,45.279199999999996,50.9699,47.183899999999994,58.68819999999999,46.7911,50.034,55.3308,58.4287,74.4961,62.690599999999996,69.8262,76.8678,75.6557,85.136,125.8927,122.1738,116.4641,121.6547,106.4735,118.4142,110.5242,122.76400000000001,102.6646,91.0529,97.68249999999999,93.6486,93.3333,111.8439,109.2338,103.138,104.4536,116.4986,113.22810000000001,119.6889,92.6386,77.6131,92.06259999999999,89.4337,85.2923,88.5309,90.5112,72.48089999999999,75.3183,76.15789999999998,76.5307,80.43140000000001,77.79069999999999,84.7814,90.15060000000001,91.17060000000001,82.8173,81.2998,82.1704,86.31,97.4406,122.19500000000001,142.0034,135.5857,158.2817,177.435,170.0848,190.6072,192.9938,192.0162,175.5669,180.9112,176.2763,199.02249999999998,207.987,229.0978,211.5109,211.44,194.1348,180.3911,152.57719999999998,148.3671,117.36699999999999,103.6935,96.25590000000001
2022-02-24,96.7068,88.40899999999999,84.59859999999999,79.6493,83.7285,70.2591,70.6516,66.04700000000001,68.7928,62.4445,56.4285,46.8016,49.97080000000001,54.7112,51.3057,56.482200000000006,58.9162,53.937799999999996,54.2385,57.8746,52.202,50.3632,50.3993,48.8382,53.606100000000005,61.5646,67.8798,80.57809999999999,70.7508,107.4697,104.2659,92.069,97.6663,107.164,109.7196,104.4729,111.09859999999999,108.9329,131.1641,119.66629999999999,113.21690000000001,103.2615,95.55630000000001,85.6291,90.81,108.99119999999999,120.86800000000001,102.4205,100.3969,102.9302,105.7491,104.9126,113.06,92.2827,101.5526,91.1731,94.68329999999999,83.42120000000001,78.05120000000001,81.8485,85.3175,64.9183,91.0505,83.6716,77.04329999999999,84.55619999999999,90.45,90.7634,103.8332,104.7035,97.7139,107.7055,111.3808,137.772,156.882,160.6993,193.5598,193.66979999999998,173.39299999999997,202.9341,201.2609,188.6566,201.29999999999998,207.0967,215.38459999999998,206.5547,219.17919999999998,171.5326,173.48329999999999,167.94310000000002,170.3477,151.0573,131.9965,95.01025,109.6832,97.2528
2022-02-25,90.1727,86.9387,79.68900000000001,62.3212,64.1902,61.749900000000004,50.2893,47.674000000000014,38.3965,41.6132,40.4105,38.1706,47.54740000000001,44.4144,43.036300000000004,47.565200000000004,46.1058,41.39009999999999,46.7919,40.534199999999984,50.8699,41.5795,43.2913,58.794099999999986,49.0724,59.0429,59.321,66.5386,95.0063,95.57639999999999,107.3354,113.883,124.053,125.3601,99.7535,98.1336,112.26350000000001,129.1539,90.5619,111.12320000000001,85.1129,99.6331,88.2332,89.52329999999999,96.4702,101.2818,112.4158,110.1335,125.96449999999999,100.486,108.00959999999999,104.75150000000001,103.6313,103.7551,86.8788,96.99029999999999,78.8108,86.4119,74.7635,74.19369999999999,70.5029,92.4029,74.9609,79.5929,95.4432,80.55300000000001,80.9135,76.67219999999999,73.3534,91.6556,85.5943,98.8728,110.961,143.7446,159.13240000000002,162.07240000000002,165.92200000000003,172.50300000000001,186.57000000000002,179.0814,179.0045,172.4717,163.8208,184.6366,197.3758,193.6662,187.5976,190.9504,193.56300000000002,181.596,191.8538,163.1864,147.2849,118.37989999999999,117.2413,102.3177
2022-02-26,86.5895,78.223,83.7522,67.4686,71.2832,63.263299999999994,64.67439999999999,64.2,59.8372,46.8854,51.7192,55.884,50.607,46.1331,40.7413,54.519800000000004,42.5934,39.815400000000004,53.160799999999995,48.57049999999999,57.3915,58.614799999999995,53.812599999999996,58.3819,62.11479999999999,66.3749,65.30879999999999,66.7799,78.2955,76.0026,103.2958,99.1828,114.56099999999999,119.6734,122.43299999999999,119.64320000000001,120.3805,103.9226,102.8124,111.69239999999999,126.3026,133.63930000000002,116.5668,96.92389999999999,100.0752,98.06909999999999,101.39049999999999,117.6913,110.7931,98.5526,101.82289999999999,103.67,111.2725,129.7824,92.73310000000001,97.5929,98.0907,84.00280000000001,93.093,89.34320000000001,89.8119,85.3228,67.9833,94.11280000000001,82.68339999999999,88.0119,81.5726,79.4131,76.2932,121.4436,122.3007,109.8632,126.843,144.0935,161.0288,178.9742,185.8843,179.11100000000002,167.249,191.6307,181.67329999999998,160.3946,179.45989999999998,176.70669999999998,177.9929,188.0811,167.33445,207.9872,193.1822,162.2554,155.21849999999998,155.3007,142.7585,125.4096,118.7111,97.9901
2022-02-27,88.36739999999999,84.17309999999999,81.0058,76.9928,71.46979999999999,69.53399999999999,60.3712,57.914,63.6394,64.2842,52.66960000000001,54.7096,54.769600000000004,64.3697,57.3978,52.4472,53.6295,59.269600000000004,48.7101,55.28,60.6671,59.3006,61.822199999999995,58.8475,57.589,55.0968,63.636100000000006,72.9561,83.0389,78.9482,92.53800000000001,101.6399,115.8056,121.0155,105.6657,104.0619,112.7918,108.9627,125.5814,92.613,102.7816,119.11959999999999,106.2335,99.8729,117.4525,92.43249999999999,97.8488,112.7417,119.5092,129.9618,116.9421,114.9495,98.38770000000001,94.0431,97.8827,94.61720000000001,100.3078,93.4086,82.6434,91.64800000000001,83.3726,97.6994,105.0634,109.9233,117.813,106.4432,88.67080000000001,99.3623,93.15230000000001,77.2223,106.0828,124.8676,118.1423,155.8928,174.9983,209.2108,188.5804,185.504,168.629,179.7027,177.4846,189.98930000000001,209.57989999999998,195.8705,203.7964,196.3902,223.3199,238.68130000000002,192.18130000000002,200.2897,205.3152,197.5481,176.63989999999998,160.74,137.8087,112.29039999999999
2022-02-28,99.6002,88.1105,94.15990000000001,86.251,80.1916,66.3614,66.5714,62.9299,70.65150000000001,62.761399999999995,57.6021,67.4417,56.5688,53.1916,58.3222,47.100500000000004,64.99789999999999,50.6419,45.3016,50.6421,58.351800000000004,53.690000000000005,52.68520000000001,66.8112,62.2332,74.6339,75.28509999999999,80.8286,110.58160000000001,116.4493,129.31449999999998,129.6805,116.9134,111.6338,105.15270000000001,115.53320000000001,104.2698,96.9623,94.1434,102.6332,95.1517,95.9299,108.45270000000001,104.0732,98.1327,99.86290000000001,113.39009999999999,107.8228,113.0129,101.1928,96.351,103.7015,89.51380000000002,97.25750000000001,105.2096,97.6981,88.1113,85.3528,76.0231,92.00089999999999,79.74249999999999,91.35249999999999,90.17949999999999,82.08800000000001,98.1771,88.1093,94.3532,99.6627,113.9603,110.1283,121.4423,115.5622,140.28050000000002,141.013,146.0473,153.0755,163.9957,162.2759,165.4417,179.5238,182.2811,175.9649,205.3264,170.4967,222.5103,222.8271,217.5589,187.8763,202.5584,206.9992,191.25809999999998,151.94500000000002,130.5239,110.074,114.77539999999999,106.3732
2022-03-01,103.6844,88.865,78.0636,70.6459,74.32639999999999,82.988,76.759,75.3629,62.497400000000006,65.8133,61.3125,54.195,52.9557,48.0894,54.4662,66.8367,52.9852,61.0722,46.6896,49.3166,56.4629,50.5477,62.04919999999999,56.9193,71.6099,67.0787,80.6036,115.1403,107.08539999999999,112.7307,133.71370000000002,115.8931,121.5035,119.4635,101.40360000000001,119.0616,104.02929999999999,95.40350000000001,80.58280000000002,105.9335,81.843,107.1331,91.12870000000001,90.5731,84.6035,81.12360000000001,94.353,103.65350000000001,93.0794,129.531,94.774,98.1036,91.7726,95.7338,67.3997,94.7739,84.9937,81.45349999999999,78.90270000000001,69.7997,67.65310000000001,69.9939,71.46329999999999,75.51339999999999,75.91959999999999,76.0535,62.493100000000005,76.5929,84.693,93.3512,106.3834,120.7826,124.9224,118.7788,154.7386,168.5102,169.4659,175.17929999999998,173.56560000000002,175.7971,186.5717,189.53799999999998,198.0703,203.2423,212.1371,231.2921,216.0637,179.6335,192.26430000000002,179.4264,175.57160000000002,162.3489,130.09789999999998,117.8275,115.60820000000001,97.6994
2022-03-02,31.009700000000002,26.6492,37.0452,44.097500000000004,27.659200000000002,28.830199999999998,21.4676,24.7194,32.7589,26.7612,29.4013,15.0176,19.5611,14.4892,25.497300000000003,19.979200000000002,20.116100000000003,19.860300000000002,17.8511,17.101,15.9303,13.9696,20.4907,22.8923,14.825,21.5749,34.8614,47.1103,48.931799999999996,52.696099999999994,44.4135,65.0779,47.8528,48.9934,22407.0926,44.7805,34.9835,30.3023,32.0124,34.713399999999986,32.5413,29.7029,37.773199999999996,37.32389999999999,24.7235,49.3234,39.1998,40.052099999999996,43.1417,32.9129,49.5032,35.5092,40.022299999999994,38.7027,43.8631,48.303300000000014,30.698600000000003,32.2766,33.0523,27.292499999999997,30.1767,35.41449999999999,36.285199999999996,34.85739999999999,28.8592,30.090700000000002,34.5168,34.221300000000014,40.833800000000004,44.41399999999999,38.5601,47.856899999999996,44.8782,51.375400000000006,54.9742,67.13059999999999,76.4663,82.7641,90.89729999999999,80.61590000000001,69.7089,93.3781,86.841,97.85170000000001,92.5133,75.63419999999999,74.9633,80.7679,79.0878,91.4022,88.4971,72.8422,55.1721,51.5115,48.7972,40.1296
2022-03-03,90.0625,66.6929,69.18260000000001,82.17259999999999,71.0728,57.96269999999999,62.5529,67.4889,60.407399999999996,63.2728,63.3324,54.512400000000014,52.322499999999984,50.8826,51.48260000000001,62.5824,56.1807,53.716,56.4621,53.1922,52.442499999999995,53.3742,58.442800000000005,61.682400000000015,58.2631,64.5234,93.3463,85.2943,118.714,125.5526,125.5543,150.1544,117.784,114.6201,127.5943,114.6045,88.2782,83.0449,88.76300000000002,89.40400000000001,77.7645,78.51426666666666,89.88403333333333,91.9838,89.50710000000001,103.0545,86.1036,87.8619,83.6012,72.69800000000001,83.10459999999999,83.0482,83.5287,105.2795,95.35390000000001,75.55739999999999,73.76580000000001,66.5796,66.598,56.881,61.4052,54.5701,58.8273,67.0853,60.54509999999999,66.5815,70.4438,76.3243,85.8337,93.7741,105.2354,99.8806,119.43180000000001,164.8943,143.2229,173.4128,160.7734,155.9738,170.8237,192.8552,205.9057,212.50570000000002,195.1273,222.5233,219.95600000000002,208.55620000000002,192.9204,213.9379,184.71380000000002,182.3269,172.0855,141.7213,129.692,155.5354,131.2217,87.2401
2022-03-04,93.6141,87.5095,65.2176,62.810700000000004,70.09,67.2861,61.2764,51.178000000000004,54.5077,54.298199999999994,51.3002,52.932399999999994,52.4759,42.6654,49.2051,49.33480000000001,44.3841,45.5181,42.8231,38.5668,42.2547,45.5139,53.707300000000004,52.7025,63.888099999999994,66.4192,77.09909999999999,104.65280000000001,120.8131,123.4012,113.0073,107.75319999999999,102.4771,126.85499999999999,118.57050000000001,103.33059999999999,88.9301,75.2213,80.9505,92.4147,105.0931,92.9731,98.1625,95.8346,92.8826,105.0624,97.697,98.6431,91.9227,92.2951,102.5731,97.3527,102.6463,86.1335,88.8039,85.3531,74.0428,82.4431,81.57369999999999,73.5929,77.3589,86.3195,87.8206,75.8803,83.2311,85.9607,81.52109999999999,74.74489999999999,82.2764,92.5801,101.3733,93.0687,108.6395,133.4601,156.38129999999998,163.1619,186.3517,182.49300000000002,178.5353,177.9027,196.4812,194.7373,217.6955,190.388,169.6286,199.3707,177.5271,193.99949999999998,188.8243,191.7759,166.9376,178.4287,142.891,144.8192,129.3369,108.99799999999999
2022-03-05,95.07929999999999,88.4536,86.4085,85.1494,84.45939999999999,80.7691,78.9624,66.6395,57.6399,60.6391,58.964,57.429700000000004,52.51,55.2399,56.589999999999996,61.29659999999999,56.0186,55.1186,53.319100000000006,47.983900000000006,57.9827,48.5078,52.078199999999995,62.380700000000004,58.1516,61.2416,75.80760000000001,76.9909,73.5232,109.8935,116.831,123.6214,124.2782,138.32160000000002,109.4216,122.8312,122.5319,118.9616,103.1566,104.1647,118.26350000000001,115.9533,129.8734,105.8803,94.4821,107.7116,114.0116,110.41489999999999,104.4412,103.8716,108.3722,105.91229999999999,107.37249999999999,106.1258,102.3523,91.5092,107.4722,102.6737,85.33149999999999,90.7009,100.3915,97.5404,90.5791,97.99210000000001,69.669,84.5179,78.6399,85.8727,91.3624,90.8508,92.7833,106.00059999999999,111.2054,117.235,128.9132,152.5201,172.3182,183.8075,187.9329,164.72549999999998,181.3589,189.2493,196.81590000000003,225.3161,210.28570000000002,203.2059,192.73590000000002,199.1557,197.1159,172.7255,159.7986,140.8802,120.6386,110.3582,105.40799999999999,109.4612
2022-03-06,94.9096,79.14750000000001,69.9625,59.753299999999996,66.4992,68.13709999999999,58.46289999999999,61.6466,63.1736,65.4631,64.9998,64.1354,70.0848,63.08259999999999,69.215,58.028800000000004,57.6101,57.6525,56.2667,58.6556,66.2824,57.6153,63.0669,64.12349999999999,54.9058,51.9636,74.7244,59.154,93.3325,92.1933,101.04239999999999,112.6823,121.5326,109.15,110.8064,114.9737,115.6011,134.9807,131.4709,124.2714,106.41399999999999,114.1114,109.0905,96.8087,117.2092,115.7731,107.3116,108.485,113.46709999999999,97.1481,93.18889999999999,115.8124,109.30019999999999,114.82000000000001,105.8807,104.7086,86.8591,82.8979,94.7774,97.03059999999999,74.6751,84.3513,87.48979999999999,97.1808,88.3911,97.7511,88.30099999999999,93.82130000000001,102.52149999999999,98.6234,119.1448,130.15089999999998,137.3502,156.0104,168.1601,182.7088,192.31,195.3681,175.10539999999997,198.5213,208.26059999999998,213.37869999999998,195.8737,230.9773,258.40049999999997,238.75650000000002,224.089,243.7215,219.7392,178.72500000000002,169.4061,163.7544,115.4449,118.35459999999999,97.2999,110.7394
2022-03-07,94.2698,108.2491,85.0895,80.2591,68.5898,68.16929999999999,65.202,62.800900000000006,77.8894,73.9224,57.6911,62.6951,63.77129999999999,62.17690000000001,61.8407,58.7915,61.5814,58.497499999999995,61.1307,53.1032,58.6637,50.409099999999995,55.77229999999999,63.1428,66.7018,72.2006,69.6825,130.47990000000001,113.3327,132.7355,124.9616,142.3019,120.85170000000001,118.9319,94.99170000000001,103.5112,118.2719,103.4519,99.7049,96.52130000000001,93.7317,89.62180000000001,88.27159999999999,83.4711,85.9013,95.8918,91.9311,95.9233,89.9208,96.6109,91.3913,107.74040000000001,85.96119999999999,85.091,81.64489999999999,76.0612,57.6116,58.151,62.9815,65.47070000000001,72.7663,74.8048,74.02109999999999,74.7413,97.1214,77.5312,77.2018,79.1214,93.616,86.6211,80.1411,107.771,116.201,128.02079999999998,152.3054,164.9619,180.7783,167.9007,165.9088,175.4783,203.8596,206.1566,226.6732,188.8897,190.1659,209.4074,169.505,196.0242,204.34449999999998,182.12,180.84290000000001,147.5164,152.8571,138.3687,121.1204,95.4106
2022-03-08,94.1197,97.4805,92.4134,85.0903,93.4901,93.2182,79.4474,72.96809999999999,83.1986,74.9185,71.52860000000001,61.568400000000004,68.82849999999999,60.0931,55.3262,56.856300000000005,58.0871,50.7979,57.0675,49.929700000000004,48.8226,58.2465,53.6523,58.793,71.72999999999999,75.02449999999999,80.0351,105.4254,121.2084,102.178,120.87819999999999,115.921,102.5518,109.0917,115.572,87.8515,99.9119,88.99229999999999,86.3519,75.7649,80.11189999999999,90.5517,86.6516,83.8616,92.502,100.3917,73.3617,86.2315,89.0238,82.60180000000001,93.49180000000001,83.1111,74.4415,76.3912,77.44160000000001,75.286,92.6222,76.14609999999999,79.446,66.966,79.96170000000001,83.4419,76.0609,81.402,88.24119999999999,100.8519,91.5824,83.6211,114.3742,98.02220000000001,93.6717,82.75200000000001,92.53139999999999,150.3397,146.7227,158.35160000000002,160.67780000000002,149.71939999999998,157.0517,171.6929,173.7732,184.0371,189.02960000000002,212.8585,205.5628,189.9412,196.87619999999998,191.9264,192.362,197.8143,174.946,140.3682,126.53949999999999,126.7161,102.68629999999999,95.5808
2022-03-09,87.3624,96.69359999999999,75.69449999999999,72.1876,78.4944,67.0337,65.3508,58.9905,54.971000000000004,54.94,60.4608,51.6105,55.570800000000006,59.8309,55.1191,59.2593,51.5799,56.3501,49.9299,59.169999999999995,45.9336,52.1155,58.5021,60.793400000000005,61.7327,90.5147,87.16499999999999,88.6966,142.1565,120.2383,156.779,137.6529,120.1347,131.0524,102.3715,98.74210000000001,116.7419,82.5715,95.2612,93.6719,85.1219,76.8137,74.2312,74.5009,84.76180000000001,88.8116,89.47210000000001,94.21170000000001,100.3017,103.1804,97.9926,99.4932,89.7803,99.8198,97.1205,91.54050000000001,95.12819999999999,91.8575,86.8222,96.0346,94.9865,108.88029999999999,81.54790000000001,80.2263,85.9014,79.572,81.5216,97.7813,101.5639,98.9549,99.7941,97.5132,115.3499,130.82389999999998,139.313,149.1216,169.6603,168.5488,200.81760000000003,191.1496,195.5967,191.3599,182.0968,210.7834,213.9353,210.5361,200.22910000000002,198.2077,182.1103,155.16570000000002,154.6246,119.36430000000001,110.61330000000001,107.8485,115.5113,100.7638
2022-03-10,81.0317,88.0462,71.34530000000001,65.9986,70.0698,66.19409999999999,66.7412,45.3777,45.9706,46.132400000000004,53.8113,47.1948,51.85390000000001,56.6644,54.8662,48.9271,56.74670000000001,56.4243,54.413500000000006,50.9081,49.5794,57.321000000000005,59.596599999999995,66.985,62.4645,59.3307,86.90140000000001,111.1225,98.5527,106.92360000000001,106.6845,138.7857,119.0227,107.2615,111.9549,74.70190000000001,73.8655,80.16815000000001,90.55139999999999,86.35459999999999,81.46159999999999,81.9115,87.3117,77.4713,80.05149999999999,80.68159999999999,73.3613,77.8932,72.1315,77.2011,85.9011,84.5211,81.3716,90.55139999999999,67.5141,64.6917,81.7914,71.7718,72.7019,75.7317,74.9512,87.6731,82.092,81.7916,84.46130000000001,89.9815,99.0467,79.81099999999999,81.82130000000001,76.0013,94.2845,90.1616,96.6162,111.7382,126.4124,156.85750000000002,174.2864,174.4621,176.3059,172.078,179.9917,183.747,193.3361,183.6472,178.15609999999998,204.6915,195.6764,192.1219,179.1603,183.30700000000002,158.8654,162.7672,125.1765,136.81910000000002,110.6069,97.4315
2022-03-11,91.7982,84.93459999999999,88.9201,78.1999,72.10040000000001,60.311099999999996,73.2106,56.7494,57.464600000000004,58.6911,52.900499999999994,49.9611,54.3426,50.7115,48.7523,39.510400000000004,45.2654,44.5041,50.10289999999999,35.704100000000004,46.520399999999995,42.8558,50.1578,45.0147,59.540800000000004,64.7468,62.276399999999995,89.7188,102.225,125.8616,107.8649,103.1493,105.79220000000001,101.71430000000001,98.5915,93.9717,83.32180000000001,67.7816,77.11229999999999,88.75460000000001,85.0619,83.4119,79.4518,88.9923,88.2361,83.74529999999999,94.78139999999999,92.8312,69.8219,84.96450000000002,79.90129999999999,94.3288,88.5981,80.9505,81.6716,80.7116,77.7452,79.93180000000001,88.0918,75.5516,64.21180000000001,74.5618,75.6161,87.55149999999999,88.718,81.99700000000001,81.12780000000001,92.38799999999999,99.5817,104.3515,106.85730000000001,120.7731,127.643,133.5238,152.38,155.36780000000002,153.3602,174.4503,168.61679999999998,181.6365,192.9786,176.3748,194.32670000000002,195.3052,220.1563,218.8662,209.4769,202.03740000000002,191.7292,170.0778,174.97930000000002,162.1305,162.9678,118.4192,103.23780000000001,102.4604
2022-03-12,111.6104,99.5505,93.793,84.5809,79.4207,78.28059999999999,69.011,69.0406,65.5613,61.872400000000006,65.3806,64.1214,62.9476,64.50470000000001,60.1565,74.6763,54.4279,62.6142,55.7124,73.3807,62.3641,59.8403,69.1576,63.2378,53.389399999999995,64.8741,79.0578,93.0548,97.4039,95.3908,101.44539999999999,103.66130000000001,133.21169999999998,119.2317,114.3721,116.35480000000001,118.1223,97.0021,99.6418,106.2419,123.3751,113.5011,118.22210000000001,123.5625,138.9867,116.5545,113.5285,108.6528,114.8977,98.2129,99.3822,113.82,121.8293,116.08709999999999,100.5001,95.5616,92.1189,77.1904,80.2502,83.01689999999999,86.6738,92.5573,73.7358,83.1691,88.978,95.9217,79.8609,80.1717,111.2701,104.1111,102.63029999999999,101.92660000000001,124.48479999999999,143.7854,153.7652,147.6199,189.6238,182.8056,160.7076,179.1141,177.6383,185.1991,191.64939999999999,184.1359,185.2794,208.7477,205.99439999999998,196.08689999999999,182.676,154.04170000000002,158.3453,152.9168,112.7121,108.4437,93.9405,95.3442
2022-03-13,81.8187,85.4007,76.757,70.9399,62.327799999999996,62.8335,51.3024,65.958,54.9251,48.34330000000001,48.27850000000001,41.6957,45.997099999999996,52.6926,52.1247,44.4593,50.119,56.6161,52.4095,44.1943,47.2313,42.6037,48.9039,50.3462,55.4785,55.285999999999994,56.47069999999999,74.3435,73.4695,93.1267,109.0817,115.05460000000001,117.244,119.8018,95.5319,102.8219,100.0615,118.9054,103.0919,91.9019,97.8717,82.0921,88.99189999999999,120.9465,106.1819,97.24080000000001,135.9116,132.19140000000002,108.4312,120.4013,113.9423,102.8396,109.632,101.3812,97.24170000000001,109.692,102.7311,90.0151,84.22210000000001,100.60220000000001,99.1016,90.3719,85.3022,93.4319,78.6152,97.21170000000001,104.35170000000001,97.962,117.7554,98.3536,99.57929999999999,113.7144,129.5193,143.3029,148.01270000000002,151.85229999999999,162.1763,163.6397,210.1171,197.8697,227.0759,213.54569999999998,220.3825,198.0685,207.1406,213.37679999999997,197.915,222.5753,197.4239,185.4096,169.8764,152.329,121.1059,110.1151,110.947,106.3334
